label,statement,named_entities,tagged_statement
0,"Inside the stimulus package ""is anti-Christian legislation that will stop churches from using public schools for meeting on Sundays, as well as Boy Scouts and student Bible study groups.","[('anti-Christian', 'NORP'), ('Sundays', 'DATE'), ('Boy Scouts', 'PERSON'), ('Bible', 'WORK_OF_ART')]","Inside the stimulus package ""is [NORP]anti-Christian[/NORP] legislation that will stop churches from using public schools for meeting on [DATE]Sundays[/DATE], as well as [PERSON]Boy Scouts[/PERSON] and student [WORK_OF_ART]Bible[/WORK_OF_ART] study groups."
1,"Texas has 600,000 registered voters who don't have the kind of photo ID needed to vote.","[('Texas', 'GPE'), ('600,000', 'CARDINAL')]","[GPE]Texas[/GPE] has [CARDINAL]600,000[/CARDINAL] registered voters who don't have the kind of photo ID needed to vote."
1,"There's only three countries in the entire world where there's no paid vacation by law, we happen to be one of them.","[('only three', 'CARDINAL'), ('one', 'CARDINAL')]","There's [CARDINAL]only three[/CARDINAL] countries in the entire world where there's no paid vacation by law, we happen to be [CARDINAL]one[/CARDINAL] of them."
1,"Debt doubled"" under Bush ""and now it's tripling under Barack Obama's watch.","[('Bush', 'PERSON'), (""Barack Obama's"", 'PERSON')]","Debt doubled"" under [PERSON]Bush[/PERSON] ""and now it's tripling under [PERSON]Barack Obama's[/PERSON] watch."
0,"It has been estimated that nearly 40 percent of all guns sold in America are sold by private, unlicensed sellers either online or through gun shows.","[('nearly 40 percent', 'PERCENT'), ('America', 'GPE')]","It has been estimated that [PERCENT]nearly 40 percent[/PERCENT] of all guns sold in [GPE]America[/GPE] are sold by private, unlicensed sellers either online or through gun shows."
1,The annual cost of free tax credits alone paid to illegal immigrants quadrupled to $4.2 billion in 2011.,"[('annual', 'DATE'), ('$4.2 billion', 'MONEY'), ('2011', 'DATE')]",The [DATE]annual[/DATE] cost of free tax credits alone paid to illegal immigrants quadrupled to [MONEY]$4.2 billion[/MONEY] in [DATE]2011[/DATE].
1,"The president's budget ""would take ... non-defense spending to its lowest level ... as a percentage of the economy since JFK.","[('JFK', 'PERSON')]","The president's budget ""would take ... non-defense spending to its lowest level ... as a percentage of the economy since [PERSON]JFK[/PERSON]."
0,Health insurance costs for Floridians are up 30 percent or more.,"[('Floridians', 'NORP'), ('30 percent', 'PERCENT')]",Health insurance costs for [NORP]Floridians[/NORP] are up [PERCENT]30 percent[/PERCENT] or more.
1,"Says Roy Moore said a ""practicing Muslim should not be a member of Congress because of his faith.","[('Roy Moore', 'PERSON'), ('Muslim', 'NORP'), ('Congress', 'ORG')]","Says [PERSON]Roy Moore[/PERSON] said a ""practicing [NORP]Muslim[/NORP] should not be a member of [ORG]Congress[/ORG] because of his faith."
1,Less than four cents of every health care dollar is spent on prevention and public health.,"[('Less than four cents', 'MONEY')]",[MONEY]Less than four cents[/MONEY] of every health care dollar is spent on prevention and public health.
1,"We've seen 115,000 jobs created in the American auto industry since GM and Chrysler emerged from bankruptcy.","[('115,000', 'CARDINAL'), ('American', 'NORP'), ('GM', 'ORG'), ('Chrysler', 'ORG')]","We've seen [CARDINAL]115,000[/CARDINAL] jobs created in the [NORP]American[/NORP] auto industry since [ORG]GM[/ORG] and [ORG]Chrysler[/ORG] emerged from bankruptcy."
0,"Even among ""second and third generation"" Muslims in the United States, ""there's no real assimilation.","[('second', 'ORDINAL'), ('third', 'ORDINAL'), ('Muslims', 'NORP'), ('the United States', 'GPE')]","Even among ""[ORDINAL]second[/ORDINAL] and [ORDINAL]third[/ORDINAL] generation"" [NORP]Muslims[/NORP] in [GPE]the United States[/GPE], ""there's no real assimilation."
1,"Children ages 5 to 9 ""are not affected by"" the coronavirus.","[('ages 5', 'DATE')]","Children [DATE]ages 5[/DATE] to 9 ""are not affected by"" the coronavirus."
0,"Says Charlie Crist's campaign bashed Sen. Bill Nelson's ""big-government solutions.","[(""Charlie Crist's"", 'PERSON'), ('Bill Nelson', 'PERSON')]","Says [PERSON]Charlie Crist's[/PERSON] campaign bashed Sen. [PERSON]Bill Nelson[/PERSON]'s ""big-government solutions."
0,I'm beating (Kelly Ayotte) in the polls by a lot.,"[('Kelly Ayotte', 'PERSON')]",I'm beating ([PERSON]Kelly Ayotte[/PERSON]) in the polls by a lot.
1,Three white former police officers were sentenced to less prison time — combined — for killing three Black people than a Black man was for selling marijuana.,"[('Three', 'CARDINAL'), ('three', 'CARDINAL')]",[CARDINAL]Three[/CARDINAL] white former police officers were sentenced to less prison time — combined — for killing [CARDINAL]three[/CARDINAL] Black people than a Black man was for selling marijuana.
1,"Over the past 35 years, Florida families have paid into the (National Flood Insurance Program) over $16 billion, four times more than the amount they have received in claim reimbursements.","[('the past 35 years', 'DATE'), ('Florida', 'GPE'), ('National Flood Insurance Program', 'ORG'), ('$16 billion', 'MONEY'), ('four', 'CARDINAL')]","Over [DATE]the past 35 years[/DATE], [GPE]Florida[/GPE] families have paid into the ([ORG]National Flood Insurance Program[/ORG]) over [MONEY]$16 billion[/MONEY], [CARDINAL]four[/CARDINAL] times more than the amount they have received in claim reimbursements."
1,"In 1990, the U.S. led the world in the percentage of 25-34 year olds with college degrees. Today we are in 12th place.","[('1990', 'DATE'), ('U.S.', 'GPE'), ('25-34 year', 'DATE'), ('Today', 'DATE'), ('12th', 'DATE')]","In [DATE]1990[/DATE], the [GPE]U.S.[/GPE] led the world in the percentage of [DATE]25-34 year[/DATE] olds with college degrees. [DATE]Today[/DATE] we are in [DATE]12th[/DATE] place."
0,"Says McCain was a ""Hanoi Hilton songbird"" who collaborated with the enemy.","[('McCain', 'PERSON'), ('Hanoi Hilton', 'PERSON')]","Says [PERSON]McCain[/PERSON] was a ""[PERSON]Hanoi Hilton[/PERSON] songbird"" who collaborated with the enemy."
0,Eagles fans shout F— Joe Biden while Jill Biden attends NFL game!,"[('F', 'PRODUCT'), ('Joe Biden', 'PERSON'), ('Jill Biden', 'PERSON'), ('NFL', 'ORG')]",Eagles fans shout [PRODUCT]F[/PRODUCT]— [PERSON]Joe Biden[/PERSON] while [PERSON]Jill Biden[/PERSON] attends [ORG]NFL[/ORG] game!
0,Only 16% Of Canadians Would SUPPORT Trudeau After Trucker Protest!,"[('Only 16%', 'PERCENT'), ('Canadians', 'NORP')]",[PERCENT]Only 16%[/PERCENT] Of [NORP]Canadians[/NORP] Would SUPPORT Trudeau After Trucker Protest!
1,"Today California is kicking our butt, creating more jobs and more economic growth than Texas.","[('Today', 'DATE'), ('California', 'GPE'), ('Texas', 'GPE')]","[DATE]Today[/DATE] [GPE]California[/GPE] is kicking our butt, creating more jobs and more economic growth than [GPE]Texas[/GPE]."
1,"The director of the FBI said that we cannot figure out who (Syrian refugees) are, what their intentions are, because we have no information on them, because we don't have any contact with the Syrian government or any people on the ground to be able to determine that.","[('FBI', 'ORG'), ('Syrian', 'NORP'), ('Syrian', 'NORP')]","The director of the [ORG]FBI[/ORG] said that we cannot figure out who ([NORP]Syrian[/NORP] refugees) are, what their intentions are, because we have no information on them, because we don't have any contact with the [NORP]Syrian[/NORP] government or any people on the ground to be able to determine that."
1,"President Obama's proposal calls for serious cuts in our own long-term carbon emissions,"" but China and India will still be allowed to increase their emissions.","[('Obama', 'PERSON'), ('China', 'GPE'), ('India', 'GPE')]","President [PERSON]Obama[/PERSON]'s proposal calls for serious cuts in our own long-term carbon emissions,"" but [GPE]China[/GPE] and [GPE]India[/GPE] will still be allowed to increase their emissions."
1,Says federal spending has increased 21 percent over the past three years.,"[('21 percent', 'PERCENT'), ('the past three years', 'DATE')]",Says federal spending has increased [PERCENT]21 percent[/PERCENT] over [DATE]the past three years[/DATE].
1,Georgia ranks 49th for women serving in elected state and federal offices.,"[('Georgia', 'GPE'), ('49th', 'ORDINAL')]",[GPE]Georgia[/GPE] ranks [ORDINAL]49th[/ORDINAL] for women serving in elected state and federal offices.
1,"Says ""as Co-Chair of the Joint Ways & Means Committee, I secured the key piece of funding for"" the Portland-Milwaukie Light Rail project bridge.","[('Co-Chair', 'ORG'), ('the Joint Ways & Means Committee', 'ORG'), ('the Portland-Milwaukie Light Rail', 'ORG')]","Says ""as [ORG]Co-Chair[/ORG] of [ORG]the Joint Ways & Means Committee[/ORG], I secured the key piece of funding for"" [ORG]the Portland-Milwaukie Light Rail[/ORG] project bridge."
0,"Supported in-state tuition in Arkansas for illegal immigrants ""if you'd sat in our schools from the time you're 5 or 6 years old and you had become an A-plus student,"" among other things.","[('Arkansas', 'GPE'), ('5', 'CARDINAL'), ('6 years old', 'DATE')]","Supported in-state tuition in [GPE]Arkansas[/GPE] for illegal immigrants ""if you'd sat in our schools from the time you're [CARDINAL]5[/CARDINAL] or [DATE]6 years old[/DATE] and you had become an A-plus student,"" among other things."
0,More Americans have lost their jobs under Barack Obama than any president in modern history.,"[('Americans', 'NORP'), ('Barack Obama', 'PERSON')]",More [NORP]Americans[/NORP] have lost their jobs under [PERSON]Barack Obama[/PERSON] than any president in modern history.
0,"Quotes Thomas Homer-Dixon as saying a windmill will ""never generate as much energy as was invested building it.","[('Quotes', 'ORG'), ('Thomas Homer-Dixon', 'PERSON')]","[ORG]Quotes[/ORG] [PERSON]Thomas Homer-Dixon[/PERSON] as saying a windmill will ""never generate as much energy as was invested building it."
1,"Florida has ""1,200 golf courses. I think 58 million rounds played a year in Florida. We've got 44 percent of all travel golf in the country here. 5 million people come here just for golf.","[('Florida', 'GPE'), ('1,200', 'CARDINAL'), ('58 million', 'CARDINAL'), ('a year', 'DATE'), ('Florida', 'GPE'), ('44 percent', 'PERCENT'), ('5 million', 'CARDINAL')]","[GPE]Florida[/GPE] has ""[CARDINAL]1,200[/CARDINAL] golf courses. I think [CARDINAL]58 million[/CARDINAL] rounds played [DATE]a year[/DATE] in [GPE]Florida[/GPE]. We've got [PERCENT]44 percent[/PERCENT] of all travel golf in the country here. [CARDINAL]5 million[/CARDINAL] people come here just for golf."
0,Georgia has a well-deserved reputation for setting the gold standard for food safety.,"[('Georgia', 'GPE')]",[GPE]Georgia[/GPE] has a well-deserved reputation for setting the gold standard for food safety.
0,"Current school lunch requirements ""cause large amounts of food waste and diminished use of school lunches!",[],"Current school lunch requirements ""cause large amounts of food waste and diminished use of school lunches!"
0,US Capitol raided 2/2/21.,"[('US', 'GPE'), ('Capitol', 'ORG'), ('2/2/21', 'CARDINAL')]",[GPE]US[/GPE] [ORG]Capitol[/ORG] raided [CARDINAL]2/2/21[/CARDINAL].
0,No one showed up for this Joe Biden and Kamala Harris joint campaign event in Arizona.,"[('Joe Biden', 'PERSON'), ('Kamala Harris', 'PERSON'), ('Arizona', 'GPE')]",No one showed up for this [PERSON]Joe Biden[/PERSON] and [PERSON]Kamala Harris[/PERSON] joint campaign event in [GPE]Arizona[/GPE].
0,"Helicopter released deadly mosquitoes"" at Baltimore's AFRAM Festival.","[('Baltimore', 'GPE'), ('AFRAM Festival', 'FAC')]","Helicopter released deadly mosquitoes"" at [GPE]Baltimore[/GPE]'s [FAC]AFRAM Festival[/FAC]."
1,Tommy Thompson wanted to implant data chips in humans.,"[('Tommy Thompson', 'PERSON')]",[PERSON]Tommy Thompson[/PERSON] wanted to implant data chips in humans.
0,Alex Sink funneled three quarters of a million dollars in no-bid contracts to Bank of America.,"[('Alex Sink', 'PERSON'), ('three quarters', 'DATE'), ('a million dollars', 'MONEY'), ('Bank of America', 'ORG')]",[PERSON]Alex Sink[/PERSON] funneled [DATE]three quarters[/DATE] of [MONEY]a million dollars[/MONEY] in no-bid contracts to [ORG]Bank of America[/ORG].
0,"Says Virginia Del. Mark Cole ""wants schools to check children's genitals before using bathroom.","[('Virginia', 'GPE'), ('Mark Cole', 'PERSON')]","Says [GPE]Virginia[/GPE] Del. [PERSON]Mark Cole[/PERSON] ""wants schools to check children's genitals before using bathroom."
0,Map shows 2020 election results.,"[('Map', 'PERSON'), ('2020', 'DATE')]",[PERSON]Map[/PERSON] shows [DATE]2020[/DATE] election results.
1,We're borrowing 40 cents of every dollar we spend.,"[('40 cents', 'MONEY')]",We're borrowing [MONEY]40 cents[/MONEY] of every dollar we spend.
1,"[L]ess than one-tenth of Atlanta's transportation needs are covered"" in a referendum to levy a 1-cent sales tax.","[('L]ess than one-tenth', 'CARDINAL'), ('Atlanta', 'GPE'), ('1-cent', 'MONEY')]","[[CARDINAL]L]ess than one-tenth[/CARDINAL] of [GPE]Atlanta[/GPE]'s transportation needs are covered"" in a referendum to levy a [MONEY]1-cent[/MONEY] sales tax."
0,"A ""majority of our students are trapped in"" underperforming schools.",[],"A ""majority of our students are trapped in"" underperforming schools."
0,"In ""the past four or five"" presidential elections, ""people who poll high at the beginning are not the people who end up being the nominees.","[('four', 'CARDINAL'), ('five', 'CARDINAL')]","In ""the past [CARDINAL]four[/CARDINAL] or [CARDINAL]five[/CARDINAL]"" presidential elections, ""people who poll high at the beginning are not the people who end up being the nominees."
1,"We've got 115,000 miles of roads in this state and 90% is owned by the locals.","[('115,000 miles', 'QUANTITY'), ('90%', 'PERCENT')]","We've got [QUANTITY]115,000 miles[/QUANTITY] of roads in this state and [PERCENT]90%[/PERCENT] is owned by the locals."
1,Says Peter DeFazio votes with Nancy Pelosi 86 percent of the time.,"[('Peter DeFazio', 'PERSON'), ('Nancy Pelosi 86 percent', 'PERSON')]",Says [PERSON]Peter DeFazio[/PERSON] votes with [PERSON]Nancy Pelosi 86 percent[/PERSON] of the time.
0,"John McCain accused Barack Obama ""of letting infants die.","[('John McCain', 'PERSON'), ('Barack Obama', 'PERSON')]","[PERSON]John McCain[/PERSON] accused [PERSON]Barack Obama[/PERSON] ""of letting infants die."
0,Amazon Echo is recording every conversation in a person's home and transmitting it to the cloud.,"[('Amazon Echo', 'ORG')]",[ORG]Amazon Echo[/ORG] is recording every conversation in a person's home and transmitting it to the cloud.
0,"Says 15,000 IRS employees ""have to be added to administer 'ObamaCare' and look at the tax implications.","[('15,000', 'CARDINAL'), ('IRS', 'ORG'), ('ObamaCare', 'ORG')]","Says [CARDINAL]15,000[/CARDINAL] [ORG]IRS[/ORG] employees ""have to be added to administer '[ORG]ObamaCare[/ORG]' and look at the tax implications."
0,The government just stated under oath that they are in possession of UFOs and nonhuman alien bodies.,[],The government just stated under oath that they are in possession of UFOs and nonhuman alien bodies.
0,Suggests ivermectin is an effective treatment for COVID-19,"[('COVID-19', 'ORG')]",Suggests ivermectin is an effective treatment for [ORG]COVID-19[/ORG]
